_id,userId,credentialsID,driveLink,organization,expireDate,issueDate,durationInWeeks,skills
6613d5a29d949ae738fc9922,6613bc139d949ae738fc75d0,ifTQmNAkUskRocaJNZMKyiXYgbUdCuPj,https://hopkins-thompson.com/,"Quinn, Byrd and Taylor",2024-08-16,2023-04-18,18,Alteryx
6613d5a29d949ae738fc9923,6613bc139d949ae738fc75d0,ovdTxwJgmFbfYVHMxFcrrqaAkkAxRNMS,https://stewart-graham.com/,"Chang, Watkins and Bradley",2024-08-02,2024-02-22,27,PHP
6613d5a29d949ae738fc9924,6613bc139d949ae738fc75d0,GxFLuoakvnkpAjbOjCKeymKNBRnMewGq,http://henson.com/,Duncan and Sons,2024-08-04,2023-08-25,45,AWS
6613d5a29d949ae738fc9925,6613bc139d949ae738fc75d0,vfSDAbPeevWFJZNTEyUNLfgZeNWBlonI,https://www.adkins.com/,Morales-Turner,2024-09-16,2024-01-06,25,Slides
6613d5a29d949ae738fc9926,6613bc139d949ae738fc75d1,QBNQKSJsowwnpspTLJQVPLhsvtqktbDt,http://robertson.net/,Jacobs Ltd,2024-05-15,2023-05-03,4,PHP
6613d5a29d949ae738fc9927,6613bc139d949ae738fc75d1,SHWgBdzOuUiIbUUVdkyuIWQaxuUTNDwV,http://snyder.com/,Shaffer Inc,2024-07-03,2023-10-03,8,Slides
6613d5a29d949ae738fc9928,6613bc139d949ae738fc75d1,RlrakTQUkQXNhnCXncYvNyIyuVUxSnpI,http://gonzalez.com/,"King, Gordon and Steele",2025-04-01,2024-03-17,8,Slides
6613d5a29d949ae738fc9929,6613bc139d949ae738fc75d1,dZIYUTMsStJxYgHVOpvNgAqPSbdVXHrs,https://miller-brooks.com/,"Alvarez, Harris and Daniels",2024-06-18,2023-05-22,15,AWS
6613d5a29d949ae738fc992a,6613bc139d949ae738fc75d2,IKKPiMQwuNBFNHJbWVFQCfvHyKMRKdeF,https://bennett.org/,Long Group,2025-01-25,2023-04-10,15,PHP
6613d5a29d949ae738fc992b,6613bc139d949ae738fc75d2,neCTNzyxmyQwQFwDMeUuNalnMEhLRpTY,http://patterson.com/,Davis LLC,2025-01-03,2024-02-17,30,Project Mgmt
6613d5a29d949ae738fc992c,6613bc139d949ae738fc75d2,owvJPKDXwWSIBYllxOUiTLvkhrlWRNww,https://www.jones.com/,Gonzalez LLC,2024-12-28,2023-12-25,40,Power BI
6613d5a29d949ae738fc992d,6613bc139d949ae738fc75d2,uqVmntfaniLNyTCnSIErQKmfYhzHKltG,http://www.hartman.com/,Fisher Group,2025-02-10,2024-01-13,37,Angular
6613d5a29d949ae738fc992e,6613bc139d949ae738fc75d3,jFWbkmWcGqNIZBcxdDyuUpKTQWBCLpMx,http://myers.com/,Reed-Hayes,2024-05-29,2024-01-08,31,Slides
6613d5a29d949ae738fc992f,6613bc139d949ae738fc75d3,rrWMRUrZmifsQLQhBCufmRarfoGDMgkv,https://www.jimenez.com/,Gonzalez LLC,2024-09-08,2023-12-24,34,ADF
6613d5a29d949ae738fc9930,6613bc139d949ae738fc75d3,hNgHRxMJefWGOuvJYLeYsDkQDndoZUIU,https://www.coleman-strickland.org/,Diaz-Steele,2024-10-08,2023-06-10,47,Snowflake
6613d5a29d949ae738fc9931,6613bc139d949ae738fc75d3,urULiUAcEIDtoJcGdMbMtctqpLgbylwU,http://www.long.com/,"Hickman, Jones and Glass",2024-09-29,2023-09-12,9,Python
6613d5a29d949ae738fc9932,6613bc139d949ae738fc75d4,ZucPElWNFXAUQiCZBIuCKwDvPYgdBQnD,https://brown.com/,Simmons-Manning,2024-07-04,2023-11-10,7,Slides
6613d5a29d949ae738fc9933,6613bc139d949ae738fc75d4,yYYdrYZuopMwoPEuqljBfEGRVEUwdQnJ,https://rodriguez.com/,Turner Group,2024-11-06,2024-03-03,28,Snowflake
6613d5a29d949ae738fc9934,6613bc139d949ae738fc75d4,qUSiJnQVqmQNShPVebejoDgedRVHchIS,https://www.buckley.com/,Smith and Sons,2024-09-08,2023-04-30,30,PHP
6613d5a29d949ae738fc9935,6613bc139d949ae738fc75d4,NkusGQmzuyHeOxtXagSpoGGmPqKJBnGY,http://www.berg.com/,Jones-Hester,2024-10-12,2023-10-20,2,Alteryx
6613d5a29d949ae738fc9936,6613bc139d949ae738fc75d5,oOwWVFhPElRkYZwKgDrRJsIvqjulJwaD,http://www.edwards-green.net/,"King, Hall and Hart",2025-02-02,2024-03-13,10,PHP
6613d5a29d949ae738fc9937,6613bc139d949ae738fc75d5,wkMiJYDzjgwDteCYufEsCNCyjpcnUSXX,https://hill.com/,Byrd-Bennett,2024-11-23,2023-11-07,11,Slides
6613d5a29d949ae738fc9938,6613bc139d949ae738fc75d5,gOTkJPkkwacNehLyVurJljDzeRXRxKBi,https://henderson.com/,"Chavez, Jordan and Beasley",2024-06-16,2023-07-28,14,ADF
6613d5a29d949ae738fc9939,6613bc139d949ae738fc75d5,WLoZmemzPcvnTWvMnNpeMpYISMZuenzG,http://li.org/,Allen PLC,2024-07-24,2024-01-30,43,ADF
6613d5a29d949ae738fc993a,6613bc139d949ae738fc75d6,oEekwymvFIcpWSyVVIYrqrXAqAjsIFSt,http://www.roberts.com/,Harrison Ltd,2024-11-26,2024-04-07,32,Snowflake
6613d5a29d949ae738fc993b,6613bc139d949ae738fc75d6,zNivHzSsevXbavBaZPaanhcHRWJQHpEh,http://gonzalez.net/,"Ware, Fox and Solomon",2024-09-06,2023-12-09,13,AWS Lambda
6613d5a29d949ae738fc993c,6613bc139d949ae738fc75d6,VGFHTZwdnVhTcDVrRIdKQHtDQLAHvgXc,https://www.guerrero.net/,Garcia and Sons,2024-06-04,2023-05-21,35,Project Mgmt
6613d5a29d949ae738fc993d,6613bc139d949ae738fc75d6,QYuEsEWwKPdRxhKzLdIBXBxFxiGmBCvI,http://burch-michael.com/,Roach-Lambert,2024-09-03,2023-06-09,30,AWS
6613d5a29d949ae738fc993e,6613bc139d949ae738fc75d7,jCZTtOilYqzighAKFcMgEXsfmOcEPGPH,https://www.reid.com/,"Gonzalez, Graham and Ellis",2024-09-13,2023-06-27,16,PHP
6613d5a29d949ae738fc993f,6613bc139d949ae738fc75d7,yALVxiBQjaOoEDvHmwCjHHvSJGaCCcZd,http://www.taylor-cole.net/,Simpson Group,2024-12-07,2023-07-23,25,Snowflake
6613d5a29d949ae738fc9940,6613bc139d949ae738fc75d7,MDTqoKJPkcYMZfbfCYXXzuWeDxBXRrHG,https://www.smith.info/,Sandoval Inc,2024-06-09,2023-05-12,22,Presenting
6613d5a29d949ae738fc9941,6613bc139d949ae738fc75d7,RhdurUvEnKIoLwwGtCRKWYlcQmRlTTNu,http://www.thomas.org/,"Curtis, Miller and Allen",2024-06-04,2023-12-07,34,AWS
6613d5a29d949ae738fc9942,6613bc139d949ae738fc75d8,tPnCtbTgMqlbvtOChblgVjdPrFSQlRFZ,https://barron.biz/,"Hall, Robinson and Hart",2025-01-28,2024-03-11,9,AWS Lambda
6613d5a29d949ae738fc9943,6613bc139d949ae738fc75d8,gWwAWaNUmGzDgrWLcVidaeeijWIpFKlj,https://smith.info/,Ross Ltd,2025-04-04,2023-10-21,17,React
6613d5a29d949ae738fc9944,6613bc139d949ae738fc75d8,RWiyHwcIXKTHONGlPFGlBGvZmNZSXcYH,https://owens-lewis.info/,Cooper-Gutierrez,2024-07-30,2023-04-24,38,Alteryx
6613d5a29d949ae738fc9945,6613bc139d949ae738fc75d8,NRCCtEkYvGggZnDEJatVrEszsvfZOWoe,https://www.murray.com/,"Hoffman, Hernandez and Oconnor",2024-12-06,2024-03-26,28,React
6613d5a39d949ae738fc9946,6613bc139d949ae738fc75d9,iMkEaQlpjJlRKKrKQfUvnkRsuHhpssKg,https://newman.com/,Torres-Smith,2025-01-12,2023-06-23,24,Angular
6613d5a39d949ae738fc9947,6613bc139d949ae738fc75d9,TxQVBtJNtafcKsZeUSHOlPPgGlDfuCOC,http://www.ramirez.net/,"Clark, Snyder and Green",2025-03-09,2023-09-05,11,Angular
6613d5a39d949ae738fc9948,6613bc139d949ae738fc75d9,GnMgoniWdYuGqIMGnXQcHvsVgnLGVwNv,http://ford-alexander.net/,"Kelly, Williams and Erickson",2024-11-25,2023-04-30,10,AWS
6613d5a39d949ae738fc9949,6613bc139d949ae738fc75d9,EmsDEosYYdayXJpRCMPrbrRaYriMQFvf,https://smith.com/,Thompson-Cunningham,2025-02-12,2024-01-11,14,React
6613d5a39d949ae738fc994a,6613bc139d949ae738fc75da,lZJIGTQTwdGHnVxWpilkPLVAGvAhoWpe,https://george.org/,Rodriguez and Sons,2024-05-20,2023-11-27,10,React Native
6613d5a39d949ae738fc994b,6613bc139d949ae738fc75da,xhKtyKApiqGshLUcvlXHcqtZyjVaJOlk,http://www.barrett.biz/,Young Ltd,2025-03-21,2023-10-12,23,React Native
6613d5a39d949ae738fc994c,6613bc139d949ae738fc75da,eZszUkvWebEnFvpZsOmvyQsZdvLakrxF,https://www.smith.com/,Chavez-Brown,2025-04-03,2023-08-26,45,Python
6613d5a39d949ae738fc994d,6613bc139d949ae738fc75da,UdkMZESZAKbAXgVvIZVwQbbzsRBgyGEL,http://herman.org/,"Herrera, Steele and Clark",2025-01-26,2024-03-05,45,AWS Lambda
6613d5a39d949ae738fc994e,6613bc139d949ae738fc75db,wgpcvwdaTgCfprwRTuYbtfQsMKwpZynJ,https://www.walters.org/,Stone-Atkins,2024-12-21,2023-07-14,42,Project Mgmt
6613d5a39d949ae738fc994f,6613bc139d949ae738fc75db,rDsSmauMZpEScuLJbLFImrmRrpYgcXXT,http://graham-wilson.com/,"Spence, Myers and Andrews",2024-09-13,2023-10-04,5,Presenting
6613d5a39d949ae738fc9950,6613bc139d949ae738fc75db,IptShuAgTIkDoZTknTgkBLrUpGlyREHg,http://www.luna-bell.com/,Reyes LLC,2024-10-28,2024-01-04,15,AWS
6613d5a39d949ae738fc9951,6613bc139d949ae738fc75db,dzPzPyRsFTYqybrjSflwmGtXZFDsyoZX,https://cline-bowman.info/,Heath Group,2025-01-22,2023-12-19,23,AWS
6613d5a39d949ae738fc9952,6613bc139d949ae738fc75dc,ZOvARMKVQizQhVIUoCbfjWcUzPLhrqhn,https://martinez.com/,Webster Group,2025-03-24,2023-11-06,29,AWS
6613d5a39d949ae738fc9953,6613bc139d949ae738fc75dc,CSyPTrevGNsjNMLKrPaiWXqviHUgRVHY,http://www.jones.com/,Hurley-Crawford,2024-12-21,2023-10-19,44,AWS Lambda
6613d5a39d949ae738fc9954,6613bc139d949ae738fc75dc,KeFjsNEhwCnEdibDTaHbatemObTFOUJa,http://www.williams.org/,"Jenkins, Brown and Wolfe",2025-02-02,2023-12-21,13,React Native
6613d5a39d949ae738fc9955,6613bc139d949ae738fc75dc,iTqyGZwCGBunxbsOTiOpNVflbxccqzbj,http://jackson.biz/,"Clark, Henry and Clements",2024-06-26,2023-07-10,5,Snowflake
6613d5a39d949ae738fc9956,6613bc139d949ae738fc75dd,sFbuSwUQLrsfyDkJygjdUxAXcpSNvTHb,https://www.smith-johnson.info/,Potts LLC,2024-12-30,2023-12-20,31,Angular
6613d5a39d949ae738fc9957,6613bc139d949ae738fc75dd,bMLjUynzcuDAVgBSKtnLDVDHqcaNZeXk,https://www.greene-morton.com/,Thomas-Williams,2024-05-21,2023-04-11,27,AWS
6613d5a39d949ae738fc9958,6613bc139d949ae738fc75dd,KAWWeNxdbhLfQCbOgXLAnNWUfAKTAiXn,https://hernandez.net/,"Williamson, Park and Levine",2025-03-12,2024-01-21,25,AWS
6613d5a39d949ae738fc9959,6613bc139d949ae738fc75dd,ZiZCKhFhGAanvOkwpYlKscLsyjvEOTrX,http://hayes.info/,Wolf PLC,2025-03-05,2023-10-27,5,Power BI
6613d5a39d949ae738fc995a,6613bc139d949ae738fc75de,fqhzeiovYclhxiqOgxYDqIOtUHvnxFfX,https://lara-young.biz/,Myers-Chavez,2024-12-16,2023-06-09,2,Python
6613d5a39d949ae738fc995b,6613bc139d949ae738fc75de,ruxaaZLXenOUvMmOxsLPxEAMxhyCugpL,https://www.king.com/,"Foster, Kane and Willis",2024-11-19,2023-11-02,13,Presenting
6613d5a39d949ae738fc995c,6613bc139d949ae738fc75de,nqrfqBmhkzPrLjEUSWYWWQYvcICSXctN,https://duncan.biz/,Espinoza Group,2025-02-25,2023-10-15,23,PHP
6613d5a39d949ae738fc995d,6613bc139d949ae738fc75de,NEPwJnilEEiRhgBSAOrMImpzBjfYULUb,http://matthews.org/,"Peters, Newman and Acevedo",2024-06-19,2024-01-05,31,AWS Lambda
6613d5a39d949ae738fc995e,6613bc139d949ae738fc75df,SqYmdGiqrKZAfHaqdjTXsqWsuGdrpgfr,https://www.wells-wolfe.net/,Rodriguez PLC,2024-09-04,2023-04-16,23,ADF
6613d5a39d949ae738fc995f,6613bc139d949ae738fc75df,oHObKfTSmNuGhJXSQKqEzdhuQNeejTwL,https://www.garrett-smith.biz/,Rice Ltd,2025-01-12,2023-12-12,45,Snowflake
6613d5a39d949ae738fc9960,6613bc139d949ae738fc75df,oqbcxoVpvKnNJOjgtuWXOfCwdVVXpCLn,http://flores.org/,Anderson-Douglas,2024-10-14,2023-06-16,8,PHP
6613d5a39d949ae738fc9961,6613bc139d949ae738fc75df,FWhvwgFexyIcJdSkXYaiCkLgpZOIlXHY,https://jackson-jimenez.com/,Wilkinson LLC,2024-11-16,2023-12-19,45,PHP
6613d5a39d949ae738fc9962,6613bc139d949ae738fc75e0,qWqvvRJhfJJZdiLZFLbhCQxAYJHzAWQR,https://www.sandoval-dixon.biz/,Wagner Group,2025-01-13,2023-10-28,48,ADF
6613d5a39d949ae738fc9963,6613bc139d949ae738fc75e0,BVuPRXLysKzAfnGQdstEPmiWUqRWEUYr,https://harris.com/,Smith PLC,2025-01-04,2024-02-02,12,Angular
6613d5a39d949ae738fc9964,6613bc139d949ae738fc75e0,kPuXgQIiizLowRSochAYQUNMvOqyzxFw,https://www.dixon-shaw.com/,"Brown, Stanley and Gonzales",2024-07-18,2023-12-27,9,Snowflake
6613d5a39d949ae738fc9965,6613bc139d949ae738fc75e0,QxTCPWVobBwPvrfKpjDmNhIGwxnEVxRr,https://williams.com/,"Lewis, Carey and Wilson",2025-03-25,2023-08-17,35,Presenting
6613d5a39d949ae738fc9966,6613bc139d949ae738fc75e1,kbWwATrCQbBMQYMYYtyEDICOWHVqQvtC,https://www.lewis-eaton.com/,Li-Jackson,2025-03-15,2024-02-23,24,PHP
6613d5a39d949ae738fc9967,6613bc139d949ae738fc75e1,fgzaEXUZhyTwKvmNkSMkDTbZLEYLGrFR,https://rojas-keith.com/,Walker and Sons,2024-07-18,2023-10-18,34,Alteryx
6613d5a39d949ae738fc9968,6613bc139d949ae738fc75e1,UAiHOGBjmwkxncaXivejrlqYYMqYzotB,https://www.sampson.com/,Myers-Acosta,2025-02-18,2023-07-29,27,Power BI
6613d5a39d949ae738fc9969,6613bc139d949ae738fc75e1,NKwzKGreArJWDTrfbfNhNZACytDUsAno,https://www.garcia.com/,"Molina, Ramirez and Reyes",2024-06-16,2023-08-05,26,Snowflake
6613d5a39d949ae738fc996a,6613bc139d949ae738fc75e2,VXQfloOhBpGLPygomzyEMlTbkDzlAJLw,https://www.griffin.biz/,Stephens Ltd,2025-04-05,2023-06-16,8,React Native
6613d5a39d949ae738fc996b,6613bc139d949ae738fc75e2,WtjnKrSGLzpncHrHXUqbJwlFlbyrJACn,https://gibbs.org/,Williams PLC,2024-11-08,2023-11-13,45,Presenting
6613d5a39d949ae738fc996c,6613bc139d949ae738fc75e2,GSmWWcTjMGiWdQDoXUdgCPSCSrNTawaZ,https://www.rodriguez.com/,Archer-Mendez,2024-09-16,2023-10-29,30,React
6613d5a39d949ae738fc996d,6613bc139d949ae738fc75e2,fxpDwJcsFuuUwsNwJxhvkUKwKxsaOXsH,http://www.shaw.com/,Reyes Group,2024-06-22,2024-03-01,21,PHP
