_id,userId,skillMode,skills,rateYourself,driveLink
661541faf18a366646f048d6,6615414cf18a366646f01daa,youtube,React Native,4,https://www.freeman-morgan.net/
661541faf18a366646f048d7,6615414cf18a366646f01daa,personalProjects,Angular,5,https://www.scott.com/
661541faf18a366646f048d8,6615414cf18a366646f01daa,collaborativeLearning,Project Mgmt,3,https://www.wright.org/
661541faf18a366646f048d9,6615414cf18a366646f01dab,collaborativeLearning,PHP,5,http://www.miller.info/
661541faf18a366646f048da,6615414cf18a366646f01dab,youtube,Python,5,https://www.chung.biz/
661541faf18a366646f048db,6615414cf18a366646f01dab,youtube,Alteryx,1,http://www.jones-buchanan.com/
661541faf18a366646f048dc,6615414cf18a366646f01dac,previouslyGained,Python,4,https://www.turner-lee.com/
661541faf18a366646f048dd,6615414cf18a366646f01dac,personalProjects,Angular,3,https://www.love-charles.com/
661541faf18a366646f048de,6615414cf18a366646f01dac,youtube,Angular,1,https://www.massey.com/
661541faf18a366646f048df,6615414cf18a366646f01dad,previouslyGained,Power BI,5,http://cunningham.com/
661541faf18a366646f048e0,6615414cf18a366646f01dad,youtube,ADF,3,https://www.young-alvarado.com/
661541faf18a366646f048e1,6615414cf18a366646f01dad,personalProjects,Project Mgmt,1,https://vargas-hall.net/
661541faf18a366646f048e2,6615414cf18a366646f01dae,collaborativeLearning,ADF,5,http://www.gould-mcguire.biz/
661541faf18a366646f048e3,6615414cf18a366646f01dae,previouslyGained,PHP,1,http://www.farley.com/
661541faf18a366646f048e4,6615414cf18a366646f01dae,personalProjects,AWS,3,http://www.lamb.com/
661541faf18a366646f048e5,6615414cf18a366646f01daf,collaborativeLearning,AWS Lambda,3,https://washington.org/
661541faf18a366646f048e6,6615414cf18a366646f01daf,collaborativeLearning,ADF,3,https://www.velasquez.com/
661541faf18a366646f048e7,6615414cf18a366646f01daf,collaborativeLearning,Angular,3,https://www.williams.com/
661541faf18a366646f048e8,6615414cf18a366646f01db0,collaborativeLearning,Angular,1,http://barker-sims.com/
661541faf18a366646f048e9,6615414cf18a366646f01db0,previouslyGained,Power BI,5,https://allison-myers.com/
661541faf18a366646f048ea,6615414cf18a366646f01db0,previouslyGained,AWS Lambda,5,http://brooks.info/
661541faf18a366646f048eb,6615414cf18a366646f01db1,previouslyGained,Slides,5,https://www.barnes.net/
661541faf18a366646f048ec,6615414cf18a366646f01db1,collaborativeLearning,Presenting,3,https://trujillo-smith.net/
661541faf18a366646f048ed,6615414cf18a366646f01db1,collaborativeLearning,React,2,https://www.hawkins-ruiz.com/
661541faf18a366646f048ee,6615414cf18a366646f01db2,collaborativeLearning,Power BI,2,https://wilson.com/
661541faf18a366646f048ef,6615414cf18a366646f01db2,previouslyGained,React,2,https://martinez.biz/
661541faf18a366646f048f0,6615414cf18a366646f01db2,youtube,Project Mgmt,4,https://phillips-paul.com/
661541faf18a366646f048f1,6615414cf18a366646f01db3,collaborativeLearning,PHP,5,http://www.gregory.biz/
661541faf18a366646f048f2,6615414cf18a366646f01db3,previouslyGained,Angular,4,https://welch.com/
661541faf18a366646f048f3,6615414cf18a366646f01db3,youtube,Snowflake,4,http://stephenson-sanchez.net/
661541faf18a366646f048f4,6615414cf18a366646f01db4,youtube,Presenting,5,http://www.rhodes-reeves.info/
661541faf18a366646f048f5,6615414cf18a366646f01db4,previouslyGained,AWS,2,https://bowen.com/
661541faf18a366646f048f6,6615414cf18a366646f01db4,personalProjects,Snowflake,4,http://www.lucero.com/
661541faf18a366646f048f7,6615414cf18a366646f01db5,collaborativeLearning,Python,3,http://www.daniels-collins.com/
661541faf18a366646f048f8,6615414cf18a366646f01db5,collaborativeLearning,Angular,2,https://kirby.info/
661541faf18a366646f048f9,6615414cf18a366646f01db5,collaborativeLearning,React Native,4,http://hull.com/
661541faf18a366646f048fa,6615414cf18a366646f01db6,personalProjects,AWS Lambda,5,http://www.white-leon.com/
661541faf18a366646f048fb,6615414cf18a366646f01db6,previouslyGained,React Native,5,http://www.wong-scott.info/
661541faf18a366646f048fc,6615414cf18a366646f01db6,personalProjects,Project Mgmt,2,http://www.powers.biz/
661541faf18a366646f048fd,6615414cf18a366646f01db7,personalProjects,Slides,4,http://www.garrett.org/
661541faf18a366646f048fe,6615414cf18a366646f01db7,youtube,Project Mgmt,1,http://www.hill.com/
661541faf18a366646f048ff,6615414cf18a366646f01db7,collaborativeLearning,ADF,2,https://www.thompson-moore.info/
661541faf18a366646f04900,6615414cf18a366646f01db8,youtube,Project Mgmt,1,https://smith.org/
661541faf18a366646f04901,6615414cf18a366646f01db8,personalProjects,Snowflake,1,http://www.anderson.org/
661541faf18a366646f04902,6615414cf18a366646f01db8,collaborativeLearning,Python,4,https://www.stephenson.com/
661541faf18a366646f04903,6615414cf18a366646f01db9,collaborativeLearning,Slides,5,https://andrews.info/
661541faf18a366646f04904,6615414cf18a366646f01db9,youtube,Python,1,http://www.james.com/
661541faf18a366646f04905,6615414cf18a366646f01db9,previouslyGained,Project Mgmt,4,https://fernandez.com/
661541faf18a366646f04906,6615414cf18a366646f01dba,previouslyGained,ADF,3,https://www.mendez-lyons.com/
661541faf18a366646f04907,6615414cf18a366646f01dba,personalProjects,Project Mgmt,2,http://www.holt-wilson.biz/
661541faf18a366646f04908,6615414cf18a366646f01dba,previouslyGained,Presenting,3,http://www.gregory.com/
661541faf18a366646f04909,6615414cf18a366646f01dbb,previouslyGained,Python,4,https://jackson.net/
661541faf18a366646f0490a,6615414cf18a366646f01dbb,previouslyGained,Angular,2,https://www.nelson.net/
661541faf18a366646f0490b,6615414cf18a366646f01dbb,collaborativeLearning,Alteryx,5,https://www.tran-collier.com/
661541faf18a366646f0490c,6615414cf18a366646f01dbc,previouslyGained,Python,1,http://www.turner.com/
661541faf18a366646f0490d,6615414cf18a366646f01dbc,youtube,Presenting,5,http://riddle.com/
661541faf18a366646f0490e,6615414cf18a366646f01dbc,collaborativeLearning,PHP,3,http://hill.com/
661541faf18a366646f0490f,6615414cf18a366646f01dbd,previouslyGained,Project Mgmt,2,http://www.haas.com/
661541faf18a366646f04910,6615414cf18a366646f01dbd,previouslyGained,AWS Lambda,2,http://malone.info/
661541faf18a366646f04911,6615414cf18a366646f01dbd,collaborativeLearning,Slides,2,https://www.brewer.info/
661541faf18a366646f04912,6615414cf18a366646f01dbe,previouslyGained,AWS Lambda,3,http://griffin.com/
661541faf18a366646f04913,6615414cf18a366646f01dbe,previouslyGained,Python,5,https://www.robbins-terry.com/
661541faf18a366646f04914,6615414cf18a366646f01dbe,youtube,ADF,4,https://hood.org/
661541faf18a366646f04915,6615414cf18a366646f01dbf,collaborativeLearning,React,5,http://acevedo-fitzgerald.com/
661541faf18a366646f04916,6615414cf18a366646f01dbf,personalProjects,Alteryx,2,http://willis-davis.info/
661541faf18a366646f04917,6615414cf18a366646f01dbf,personalProjects,ADF,5,http://www.jones.com/
661541faf18a366646f04918,6615414cf18a366646f01dc0,collaborativeLearning,React Native,2,https://bryant.com/
661541faf18a366646f04919,6615414cf18a366646f01dc0,collaborativeLearning,Snowflake,1,http://www.lopez.com/
661541faf18a366646f0491a,6615414cf18a366646f01dc0,youtube,Presenting,2,http://www.marshall-mueller.biz/
661541faf18a366646f0491b,6615414cf18a366646f01dc1,personalProjects,Presenting,3,http://ball-johnson.net/
661541faf18a366646f0491c,6615414cf18a366646f01dc1,previouslyGained,Presenting,4,http://garcia.com/
661541faf18a366646f0491d,6615414cf18a366646f01dc1,collaborativeLearning,Slides,2,http://www.curry.com/
661541fbf18a366646f0491e,6615414cf18a366646f01dc2,previouslyGained,Python,3,http://brown.com/
661541fbf18a366646f0491f,6615414cf18a366646f01dc2,youtube,Project Mgmt,2,http://reynolds.com/
661541fbf18a366646f04920,6615414cf18a366646f01dc2,previouslyGained,ADF,4,https://www.hicks.com/
661541fbf18a366646f04921,6615414cf18a366646f01dc3,collaborativeLearning,Project Mgmt,3,http://johnson.com/
661541fbf18a366646f04922,6615414cf18a366646f01dc3,personalProjects,AWS Lambda,2,http://peters.org/
661541fbf18a366646f04923,6615414cf18a366646f01dc3,personalProjects,Slides,1,https://bruce.com/
661541fbf18a366646f04924,6615414cf18a366646f01dc4,youtube,Angular,5,https://koch-alvarez.com/
661541fbf18a366646f04925,6615414cf18a366646f01dc4,collaborativeLearning,Project Mgmt,2,http://long.biz/
661541fbf18a366646f04926,6615414cf18a366646f01dc4,youtube,PHP,3,http://www.smith-barnes.com/
661541fbf18a366646f04927,6615414cf18a366646f01dc5,previouslyGained,Angular,3,http://perez-sanders.com/
661541fbf18a366646f04928,6615414cf18a366646f01dc5,collaborativeLearning,ADF,3,https://jones.info/
661541fbf18a366646f04929,6615414cf18a366646f01dc5,personalProjects,Snowflake,2,https://www.garner.com/
661541fbf18a366646f0492a,6615414cf18a366646f01dc6,personalProjects,Snowflake,4,http://walker.biz/
661541fbf18a366646f0492b,6615414cf18a366646f01dc6,previouslyGained,AWS,5,https://www.johnson.net/
661541fbf18a366646f0492c,6615414cf18a366646f01dc6,youtube,Project Mgmt,5,https://www.campos-vega.com/
661541fbf18a366646f0492d,6615414cf18a366646f01dc7,youtube,Snowflake,1,https://www.dawson.info/
661541fbf18a366646f0492e,6615414cf18a366646f01dc7,personalProjects,AWS,1,https://lutz.biz/
661541fbf18a366646f0492f,6615414cf18a366646f01dc7,youtube,Angular,4,http://www.rivera-brooks.net/
661541fbf18a366646f04930,6615414cf18a366646f01dc8,previouslyGained,Snowflake,4,http://www.liu-flores.info/
661541fbf18a366646f04931,6615414cf18a366646f01dc8,previouslyGained,React Native,2,http://www.smith.net/
661541fbf18a366646f04932,6615414cf18a366646f01dc8,personalProjects,Python,5,https://patel.com/
661541fbf18a366646f04933,6615414cf18a366646f01dc9,personalProjects,AWS Lambda,4,http://fernandez.info/
661541fbf18a366646f04934,6615414cf18a366646f01dc9,collaborativeLearning,ADF,5,https://www.patel-sandoval.com/
661541fbf18a366646f04935,6615414cf18a366646f01dc9,youtube,Python,4,http://castaneda.com/
661541fbf18a366646f04936,6615414df18a366646f01dca,personalProjects,PHP,5,https://jackson.com/
661541fbf18a366646f04937,6615414df18a366646f01dca,personalProjects,Presenting,4,http://www.kelley.net/
661541fbf18a366646f04938,6615414df18a366646f01dca,collaborativeLearning,Project Mgmt,5,https://thompson.com/
661541fbf18a366646f04939,6615414df18a366646f01dcb,youtube,Alteryx,2,https://www.williamson.com/
661541fbf18a366646f0493a,6615414df18a366646f01dcb,personalProjects,React,3,https://www.carney-brown.com/
661541fbf18a366646f0493b,6615414df18a366646f01dcb,collaborativeLearning,Power BI,5,https://johnson.com/
661541fbf18a366646f0493c,6615414df18a366646f01dcc,youtube,AWS Lambda,3,http://www.conway.com/
661541fbf18a366646f0493d,6615414df18a366646f01dcc,youtube,PHP,4,https://blankenship-rasmussen.com/
661541fbf18a366646f0493e,6615414df18a366646f01dcc,youtube,React Native,1,https://www.esparza.com/
661541fbf18a366646f0493f,6615414df18a366646f01dcd,youtube,React,5,https://lee-cohen.com/
661541fbf18a366646f04940,6615414df18a366646f01dcd,previouslyGained,ADF,1,https://hayes-chapman.com/
661541fbf18a366646f04941,6615414df18a366646f01dcd,personalProjects,Alteryx,2,http://farmer.org/
661541fbf18a366646f04942,6615414df18a366646f01dce,youtube,PHP,1,http://www.king.com/
661541fbf18a366646f04943,6615414df18a366646f01dce,previouslyGained,Project Mgmt,2,https://king.org/
661541fbf18a366646f04944,6615414df18a366646f01dce,previouslyGained,AWS,5,http://guzman.biz/
661541fbf18a366646f04945,6615414df18a366646f01dcf,previouslyGained,Snowflake,3,http://www.diaz.com/
661541fbf18a366646f04946,6615414df18a366646f01dcf,previouslyGained,React,5,https://www.walter-nelson.biz/
661541fbf18a366646f04947,6615414df18a366646f01dcf,personalProjects,PHP,5,http://jones.info/
661541fbf18a366646f04948,6615414df18a366646f01dd0,previouslyGained,React Native,1,http://williams.net/
661541fbf18a366646f04949,6615414df18a366646f01dd0,youtube,Python,4,http://www.nguyen.info/
661541fbf18a366646f0494a,6615414df18a366646f01dd0,collaborativeLearning,Python,1,http://www.bentley-williams.com/
661541fbf18a366646f0494b,6615414df18a366646f01dd1,previouslyGained,ADF,5,https://www.long.com/
661541fbf18a366646f0494c,6615414df18a366646f01dd1,collaborativeLearning,Power BI,1,http://www.mcintyre.com/
661541fbf18a366646f0494d,6615414df18a366646f01dd1,previouslyGained,Presenting,5,http://www.murphy.info/
661541fbf18a366646f0494e,6615414df18a366646f01dd2,youtube,Python,2,http://adams-woods.com/
661541fbf18a366646f0494f,6615414df18a366646f01dd2,personalProjects,React Native,5,http://www.moore.biz/
661541fbf18a366646f04950,6615414df18a366646f01dd2,personalProjects,Power BI,3,https://www.lucas-christensen.com/
661541fbf18a366646f04951,6615414df18a366646f01dd3,previouslyGained,PHP,5,https://robinson-stewart.com/
661541fbf18a366646f04952,6615414df18a366646f01dd3,personalProjects,React,4,http://arellano-martin.com/
661541fbf18a366646f04953,6615414df18a366646f01dd3,collaborativeLearning,Alteryx,2,https://www.glass-sloan.biz/
661541fbf18a366646f04954,6615414df18a366646f01dd4,personalProjects,Power BI,1,https://spencer.org/
661541fbf18a366646f04955,6615414df18a366646f01dd4,personalProjects,Slides,1,http://walker-evans.com/
661541fbf18a366646f04956,6615414df18a366646f01dd4,collaborativeLearning,Slides,1,https://www.johnson.biz/
661541fbf18a366646f04957,6615414df18a366646f01dd5,personalProjects,Python,4,https://ramsey-fernandez.com/
661541fbf18a366646f04958,6615414df18a366646f01dd5,previouslyGained,Python,4,https://www.hammond-blake.com/
661541fbf18a366646f04959,6615414df18a366646f01dd5,previouslyGained,ADF,4,https://www.bailey.net/
661541fbf18a366646f0495a,6615414df18a366646f01dd6,previouslyGained,AWS,4,https://www.jackson-hill.info/
661541fbf18a366646f0495b,6615414df18a366646f01dd6,youtube,AWS Lambda,4,http://tyler.com/
661541fbf18a366646f0495c,6615414df18a366646f01dd6,previouslyGained,AWS Lambda,1,http://gray.org/
661541fbf18a366646f0495d,6615414df18a366646f01dd7,youtube,Power BI,4,http://baker.com/
661541fbf18a366646f0495e,6615414df18a366646f01dd7,personalProjects,AWS Lambda,5,https://moore.com/
661541fbf18a366646f0495f,6615414df18a366646f01dd7,personalProjects,Alteryx,1,http://www.bradley.biz/
661541fbf18a366646f04960,6615414df18a366646f01dd8,collaborativeLearning,Alteryx,4,http://www.campos.info/
661541fbf18a366646f04961,6615414df18a366646f01dd8,collaborativeLearning,React,2,https://www.roy.info/
661541fbf18a366646f04962,6615414df18a366646f01dd8,collaborativeLearning,React,2,http://mason.com/
661541fbf18a366646f04963,6615414df18a366646f01dd9,youtube,Power BI,3,https://stewart-beasley.com/
661541fbf18a366646f04964,6615414df18a366646f01dd9,previouslyGained,Snowflake,3,https://gonzalez.org/
661541fbf18a366646f04965,6615414df18a366646f01dd9,previouslyGained,React,3,http://davis-smith.com/
661541fbf18a366646f04966,6615414df18a366646f01dda,collaborativeLearning,Alteryx,1,http://www.kelly-johnson.com/
661541fbf18a366646f04967,6615414df18a366646f01dda,collaborativeLearning,Slides,2,http://www.wagner.net/
661541fbf18a366646f04968,6615414df18a366646f01dda,personalProjects,Alteryx,1,https://www.garcia.com/
661541fcf18a366646f04969,6615414df18a366646f01ddb,youtube,React Native,4,https://www.chen.org/
661541fcf18a366646f0496a,6615414df18a366646f01ddb,personalProjects,Project Mgmt,1,https://strickland-meza.com/
661541fcf18a366646f0496b,6615414df18a366646f01ddb,previouslyGained,Slides,5,https://www.cook.net/
661541fcf18a366646f0496c,6615414df18a366646f01ddc,previouslyGained,React,2,https://bentley-gill.biz/
661541fcf18a366646f0496d,6615414df18a366646f01ddc,previouslyGained,ADF,2,https://jones-white.info/
661541fcf18a366646f0496e,6615414df18a366646f01ddc,youtube,Angular,5,https://www.brewer.com/
661541fcf18a366646f0496f,6615414df18a366646f01ddd,collaborativeLearning,React,1,http://bell-williams.com/
661541fcf18a366646f04970,6615414df18a366646f01ddd,collaborativeLearning,ADF,2,http://gray.biz/
661541fcf18a366646f04971,6615414df18a366646f01ddd,personalProjects,Snowflake,3,http://cobb.net/
661541fcf18a366646f04972,6615414df18a366646f01dde,previouslyGained,Project Mgmt,5,http://www.yu.com/
661541fcf18a366646f04973,6615414df18a366646f01dde,personalProjects,React,4,https://www.clarke-holmes.info/
661541fcf18a366646f04974,6615414df18a366646f01dde,personalProjects,React Native,3,http://www.johnson.org/
661541fcf18a366646f04975,6615414df18a366646f01ddf,personalProjects,AWS Lambda,5,https://king.org/
661541fcf18a366646f04976,6615414df18a366646f01ddf,personalProjects,Project Mgmt,3,https://montoya.com/
661541fcf18a366646f04977,6615414df18a366646f01ddf,collaborativeLearning,ADF,2,https://www.deleon.info/
661541fcf18a366646f04978,6615414df18a366646f01de0,youtube,Power BI,5,https://www.jones.com/
661541fcf18a366646f04979,6615414df18a366646f01de0,collaborativeLearning,AWS,5,https://walker.com/
661541fcf18a366646f0497a,6615414df18a366646f01de0,collaborativeLearning,Alteryx,3,http://www.caldwell-jones.com/
661541fcf18a366646f0497b,6615414df18a366646f01de1,collaborativeLearning,Slides,2,http://mitchell.biz/
661541fcf18a366646f0497c,6615414df18a366646f01de1,collaborativeLearning,Slides,2,http://curry-dawson.com/
661541fcf18a366646f0497d,6615414df18a366646f01de1,previouslyGained,Python,3,http://white.com/
661541fcf18a366646f0497e,6615414df18a366646f01de2,collaborativeLearning,ADF,1,http://www.gonzales.com/
661541fcf18a366646f0497f,6615414df18a366646f01de2,previouslyGained,React Native,5,https://www.hampton-gomez.com/
661541fcf18a366646f04980,6615414df18a366646f01de2,previouslyGained,ADF,3,https://www.good.com/
661541fcf18a366646f04981,6615414df18a366646f01de3,youtube,Power BI,1,http://www.ryan.org/
661541fcf18a366646f04982,6615414df18a366646f01de3,youtube,AWS Lambda,2,https://www.anderson.com/
661541fcf18a366646f04983,6615414df18a366646f01de3,youtube,Power BI,3,http://boyd-day.com/
661541fcf18a366646f04984,6615414df18a366646f01de4,previouslyGained,AWS,4,http://robinson-baker.com/
661541fcf18a366646f04985,6615414df18a366646f01de4,collaborativeLearning,Slides,1,https://www.thompson.org/
661541fcf18a366646f04986,6615414df18a366646f01de4,youtube,Power BI,2,http://roth-daniels.net/
661541fcf18a366646f04987,6615414ef18a366646f01de5,personalProjects,React Native,4,http://www.case.net/
661541fcf18a366646f04988,6615414ef18a366646f01de5,youtube,Presenting,5,https://miller-mccall.com/
661541fcf18a366646f04989,6615414ef18a366646f01de5,previouslyGained,Python,1,http://odonnell.info/
661541fcf18a366646f0498a,6615414ef18a366646f01de6,previouslyGained,Snowflake,1,https://rogers-jimenez.com/
661541fcf18a366646f0498b,6615414ef18a366646f01de6,collaborativeLearning,AWS,3,https://www.powell-cain.net/
661541fcf18a366646f0498c,6615414ef18a366646f01de6,previouslyGained,React Native,3,https://barnes-johnson.com/
661541fcf18a366646f0498d,6615414ef18a366646f01de7,personalProjects,ADF,1,http://www.hodges.com/
661541fcf18a366646f0498e,6615414ef18a366646f01de7,youtube,Project Mgmt,1,http://www.coleman.com/
661541fcf18a366646f0498f,6615414ef18a366646f01de7,previouslyGained,Angular,5,http://www.woodard.com/
661541fcf18a366646f04990,6615414ef18a366646f01de8,previouslyGained,Alteryx,5,https://humphrey.com/
661541fcf18a366646f04991,6615414ef18a366646f01de8,personalProjects,React,3,https://www.rodriguez.info/
661541fcf18a366646f04992,6615414ef18a366646f01de8,personalProjects,Power BI,1,http://www.bowen-smith.com/
661541fcf18a366646f04993,6615414ef18a366646f01de9,personalProjects,Project Mgmt,2,https://douglas-murray.org/
661541fcf18a366646f04994,6615414ef18a366646f01de9,personalProjects,ADF,2,http://www.jennings-murphy.com/
661541fcf18a366646f04995,6615414ef18a366646f01de9,previouslyGained,Angular,3,http://www.sanchez-jackson.com/
661541fcf18a366646f04996,6615414ef18a366646f01dea,personalProjects,Snowflake,2,https://www.hunter.com/
661541fcf18a366646f04997,6615414ef18a366646f01dea,personalProjects,Snowflake,2,https://butler-smith.com/
661541fcf18a366646f04998,6615414ef18a366646f01dea,previouslyGained,Snowflake,1,https://www.johnson.com/
661541fcf18a366646f04999,6615414ef18a366646f01deb,youtube,Presenting,4,http://www.gibson-taylor.com/
661541fcf18a366646f0499a,6615414ef18a366646f01deb,youtube,Alteryx,3,https://smith.com/
661541fcf18a366646f0499b,6615414ef18a366646f01deb,collaborativeLearning,ADF,2,https://wright.com/
661541fdf18a366646f0499c,6615414ef18a366646f01dec,previouslyGained,AWS Lambda,5,https://www.pham.org/
661541fdf18a366646f0499d,6615414ef18a366646f01dec,previouslyGained,Python,5,https://nolan.com/
661541fdf18a366646f0499e,6615414ef18a366646f01dec,previouslyGained,Power BI,3,https://www.malone.com/
661541fdf18a366646f0499f,6615414ef18a366646f01ded,personalProjects,Project Mgmt,5,http://edwards.com/
661541fdf18a366646f049a0,6615414ef18a366646f01ded,youtube,Angular,4,http://www.macdonald-gomez.org/
661541fdf18a366646f049a1,6615414ef18a366646f01ded,personalProjects,Alteryx,3,https://www.perry.com/
661541fdf18a366646f049a2,6615414ef18a366646f01dee,youtube,Python,5,http://lewis.info/
661541fdf18a366646f049a3,6615414ef18a366646f01dee,collaborativeLearning,Slides,4,http://www.chavez.com/
661541fdf18a366646f049a4,6615414ef18a366646f01dee,personalProjects,Angular,3,http://carter.biz/
661541fdf18a366646f049a5,6615414ef18a366646f01def,youtube,Project Mgmt,1,http://fields.biz/
661541fdf18a366646f049a6,6615414ef18a366646f01def,youtube,AWS,3,https://simpson.net/
661541fdf18a366646f049a7,6615414ef18a366646f01def,previouslyGained,Presenting,2,https://cervantes.info/
661541fdf18a366646f049a8,6615414ef18a366646f01df0,previouslyGained,Power BI,3,http://www.jackson-li.info/
661541fdf18a366646f049a9,6615414ef18a366646f01df0,collaborativeLearning,AWS Lambda,5,https://adams.com/
661541fdf18a366646f049aa,6615414ef18a366646f01df0,personalProjects,Alteryx,5,https://woods.com/
661541fdf18a366646f049ab,6615414ef18a366646f01df1,youtube,Angular,2,http://hall.info/
661541fdf18a366646f049ac,6615414ef18a366646f01df1,previouslyGained,AWS,5,https://harris.com/
661541fdf18a366646f049ad,6615414ef18a366646f01df1,personalProjects,Project Mgmt,4,https://www.williams.com/
661541fdf18a366646f049ae,6615414ef18a366646f01df2,previouslyGained,Slides,5,https://lopez.com/
